Reference,Target,Distance,Number of Alpha Carbons in Target,Number of Alpha Carbons in Reference
ref_5QQL_ca,target_7LG3_ca,0.2937504421577357,356,394
ref_7G8E_ca,target_6VFQ_ca,0.2937754629908275,457,425
ref_7VV8_ca,target_8F1X_ca,0.29381991323553974,250,318
ref_5QQM_ca,target_6WFW_ca,0.293864552095876,356,491
ref_4TMX_ca,target_6WFW_ca,0.2939192244961293,743,491
ref_7MDP_ca,target_8D6F_ca,0.29392383772025926,602,542
ref_4EDW_ca,target_6XI4_ca,0.2939520478823738,535,408
ref_3ZYC_ca,target_8HAQ_ca,0.2940155002089875,670,490
ref_5QQM_ca,target_8UQB_ca,0.29407487586425074,356,408
ref_6SI1_ca,target_8E8B_ca,0.29416125011796773,411,436
ref_4I6H_ca,target_7XHK_ca,0.2941900896490533,286,334
ref_7ZPC_ca,target_7XHK_ca,0.2942098427901723,303,334
ref_5MHQ_ca,target_8HTC_ca,0.29421702186314463,296,290
ref_4DHE_ca,target_6VFQ_ca,0.2943529011642217,399,425
ref_3RAH_ca,target_7XHK_ca,0.2943646496158879,282,334
ref_7ZPC_ca,target_7F2X_ca,0.2947052238729287,303,303
ref_4RJL_ca,target_7SH4_ca,0.29472620630183344,424,378
ref_5QQM_ca,target_7LG3_ca,0.2947320582056059,356,394
ref_4RJL_ca,target_7CMR_ca,0.29481698448976495,424,263
ref_1KJZ_ca,target_7ZC9_ca,0.29481853280992326,400,392
ref_7MDP_ca,target_8E8B_ca,0.2948349746113639,602,436
ref_4TMX_ca,target_8HAQ_ca,0.2948707506696079,743,490
ref_7ULF_ca,target_7CMR_ca,0.2948934023502664,249,263
ref_4ZI2_ca,target_8D6F_ca,0.29490381180597536,621,542
ref_1CIP_ca,target_6UJO_ca,0.2949115290767385,316,384
ref_4ZI2_ca,target_8UQB_ca,0.2949162842901482,621,408
ref_4P4U_ca,target_6VFQ_ca,0.29492065149798424,349,425
ref_4YW9_ca,target_6GWQ_ca,0.29498300658529963,643,475
ref_2C6I_ca,target_7XHK_ca,0.29501973725278285,292,334
ref_2NZ8_ca,target_6WFW_ca,0.2950229628796365,456,491
ref_7MDP_ca,target_8IIZ_ca,0.2952546484113326,602,525
ref_4YW9_ca,target_7SVB_ca,0.2952998077419629,643,555
ref_7VV8_ca,target_6ZUW_ca,0.29534189997913973,250,287
ref_7G8E_ca,target_8GM5_ca,0.29534999148249685,457,555
ref_8DGO_ca,target_6XJN_ca,0.29540606275298703,441,417
ref_1SVI_ca,target_6JVR_ca,0.29545158301597063,182,305
ref_4EDW_ca,target_7ZC9_ca,0.2954831154290435,535,392
ref_1YKR_ca,target_8F1X_ca,0.29570306297009447,298,318
ref_7VV8_ca,target_6VNV_ca,0.2957340673561732,250,274
ref_3U6B_ca,target_8SWE_ca,0.2957409044152492,751,574
ref_5SZH_ca,target_6SLW_ca,0.2958058324354652,318,245
ref_1ZNY_ca,target_7R5F_ca,0.2958919399571664,183,301
ref_8DGO_ca,target_7ZC9_ca,0.29590166048120053,441,392
ref_1CIP_ca,target_6WFW_ca,0.295909927352636,316,491
ref_7MDP_ca,target_6GWQ_ca,0.2959839454894848,602,475
ref_6TA7_ca,target_7QG1_ca,0.29601052222681473,792,544
ref_5QQM_ca,target_8DHH_ca,0.2960324069223353,356,367
ref_2C6I_ca,target_8F1X_ca,0.29607131408116905,292,318
ref_1KJZ_ca,target_6UJO_ca,0.29618836310507035,400,384
ref_4IBY_ca,target_7R3O_ca,0.29624039751590436,427,395
ref_4ZI2_ca,target_7SVB_ca,0.2962701758864898,621,555
ref_4IBY_ca,target_7MNU_ca,0.29627527609566745,427,243
ref_3RZV_ca,target_7KVX_ca,0.2963970611031608,182,181
ref_6ZQT_ca,target_7E1T_ca,0.2964798912485429,454,403
ref_4P4U_ca,target_6UJO_ca,0.29657075426332635,349,384
ref_4EDW_ca,target_8HAQ_ca,0.29660650968685465,535,490
ref_3QZI_ca,target_7BJO_ca,0.29662465227835855,294,257
ref_1KJZ_ca,target_7LG3_ca,0.29665997493073404,400,394
ref_4MXO_ca,target_7E1T_ca,0.29667729924605074,530,403
ref_3QZI_ca,target_8F1X_ca,0.29667801740678185,294,318
ref_7G8E_ca,target_7LG3_ca,0.2968061865600478,457,394
ref_1KE8_ca,target_7BJO_ca,0.29687325192874003,282,257
ref_6MJ7_ca,target_7TGQ_ca,0.29687525472707954,58,182
ref_4YW9_ca,target_8GM5_ca,0.2969647242330013,643,555
ref_4MXO_ca,target_6TWA_ca,0.2970092209578965,530,522
ref_6HTW_ca,target_8SO1_ca,0.2970450940670767,741,470
ref_4LOF_ca,target_6VFQ_ca,0.297092402173319,198,425
ref_4MXO_ca,target_8UQB_ca,0.2971186158662604,530,408
ref_4RJL_ca,target_8HAQ_ca,0.2972775394350713,424,490
ref_4GNL_ca,target_8OMK_ca,0.2972989650792799,611,600
ref_4TMX_ca,target_7E1T_ca,0.2975041184339039,743,403
ref_5MHQ_ca,target_7BJO_ca,0.29751717172574804,296,257
ref_1SVI_ca,target_6KQP_ca,0.2975275758079478,182,220
ref_4GCJ_ca,target_7XHK_ca,0.29757895416163893,304,334
ref_5VBZ_ca,target_8D6D_ca,0.29758637421165507,483,544
ref_7G8E_ca,target_6XJN_ca,0.2976298670458522,457,417
ref_3RAH_ca,target_8F1X_ca,0.2976475844816309,282,318
ref_1KJZ_ca,target_6XDB_ca,0.2976506745315099,400,404
ref_2GF0_ca,target_8G8O_ca,0.29765338094907867,698,558
ref_6TA7_ca,target_6TFW_ca,0.2976698124443488,792,530
ref_7MDP_ca,target_8PBR_ca,0.29776839466018207,602,370
ref_4TMX_ca,target_6TWA_ca,0.29779278470362525,743,522
ref_2R3K_ca,target_8UQB_ca,0.297822727537194,285,408
ref_3RSO_ca,target_7TGQ_ca,0.2978236008560902,168,182
ref_4P4U_ca,target_6YUY_ca,0.29782982912434025,349,360
ref_6IYB_ca,target_8OMK_ca,0.29807004436569695,612,600
ref_2OH6_ca,target_7KVX_ca,0.29813504407155034,247,181
ref_7ZPC_ca,target_8HTC_ca,0.29818037791435376,303,290
ref_5QQL_ca,target_6WFW_ca,0.2981829496823428,356,491
ref_3SW7_ca,target_8HTC_ca,0.2982071924500939,283,290
ref_1KJZ_ca,target_8D6D_ca,0.2982240764045079,400,544
ref_6SI1_ca,target_7ZC9_ca,0.29823768649319926,411,392
ref_4ZI2_ca,target_6GWQ_ca,0.298245191182012,621,475
ref_5TX4_ca,target_6JVR_ca,0.2982970315941406,199,305
ref_1CIP_ca,target_8SKI_ca,0.2983308860403462,316,426
ref_7UG1_ca,target_8F1X_ca,0.29833121711315264,292,318
ref_5QQM_ca,target_8SKI_ca,0.29848685904565214,356,426
ref_6SI1_ca,target_8BS5_ca,0.2985253266914471,411,164
ref_5QQM_ca,target_6VFQ_ca,0.298566259708439,356,425
ref_7UG1_ca,target_8HTC_ca,0.2985894199712158,292,290
ref_7G8E_ca,target_6UPR_ca,0.29860200195548486,457,543
ref_8JCA_ca,target_7KHG_ca,0.2986124625988298,329,329
ref_1YKR_ca,target_7R5F_ca,0.29864469789509474,298,301
ref_3SW7_ca,target_8F1X_ca,0.29869436323753434,283,318
ref_4RJL_ca,target_6VRO_ca,0.29870334574196455,424,334
ref_6HTW_ca,target_8SKI_ca,0.29884281856316974,741,426
ref_6HTW_ca,target_7XUB_ca,0.2988735952292768,741,538
ref_4RJL_ca,target_8D6D_ca,0.29888059746431794,424,544
ref_4Q00_ca,target_8G8O_ca,0.2989097665125967,768,558
ref_6SI1_ca,target_6GWQ_ca,0.29894322871384227,411,475
ref_3QZI_ca,target_7R5F_ca,0.29901235188384323,294,301
ref_4IBY_ca,target_6UPR_ca,0.29901434731218984,427,543
ref_4TMX_ca,target_8B8Z_ca,0.2990913669435327,743,528
ref_4EDW_ca,target_8D6F_ca,0.29914983952680185,535,542
ref_8JCA_ca,target_6XDB_ca,0.29933999804200273,329,404
ref_3U6B_ca,target_8IIZ_ca,0.2993604112370257,751,525
ref_4RJL_ca,target_6LXC_ca,0.2993804286525647,424,261
ref_4P4U_ca,target_6XDB_ca,0.29947548194642054,349,404
ref_1GFI_ca,target_8SKI_ca,0.2995109786383991,313,426
ref_4IBY_ca,target_7BJO_ca,0.29952172884324035,427,257
